danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
" 1 Mosebog kap. 3,5,6 - 1 Mosebog kap. 11,25
12 1","            ""Jeg ønsker ikke at være en del af jeres verden, men derimod at være en del af jeres børn."" ->  ""I don't want to be part of your world, but rather to be part of your children.""    14. Han blev tvunget","Og til Adam sagde han: ""Fordi du lyttede til din Hustrus Tale og spiste af Træet, som jeg sagde, du ikke måtte spise af, skal Jorden være forbandet for din Skyld; med Møje skal du skaffe dig Føde af den alle dit Livs Dage;","To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",15,5,71,0.02,0.0,1.0,"  And the angel came, and said, ""Behold, I have a man in me who is greater than the angels, and greater than the seven angels, and greater than the heavens. I have a man who is greater than all the angels. I have a man who is greater than"
" for med dig kommer dit folks hjerte, og efter dig skal ikke min fader være. Du må dræbe både mennesket og den fremmede.""
9."," Og det er klart, at det ikke er tilfældet. Og det er klart, at det ikke er tilfældet. Så jeg siger til dig, at du skal sige til din kone:","Torn og Tidsel skal den bære dig, og Markens Urter skal være din Føde;",It will yield thorns and thistles to you; and you will eat the herb of the field.,15,5,72,1.0,0.0,1.0,.<|endoftext|>
" men den som er af træet, har evigt liv"" 34 Men nu har du ikke været ulydig, og derfor har du gjort denne",". ""<|endoftext|>","Torn og Tidsel skal den bære dig, og Markens Urter skal være din Føde;",It will yield thorns and thistles to you; and you will eat the herb of the field.,15,5,72,1.0,0.0,0.0," But if you have eaten of it, you shall not eat again of it.""  And he said, ""If I have eaten of it, I shall not eat again of it"
" men et godt råd vil jeg give dig: Så snart du kommer ind i Betesos, da må du ikke tage græs op, hvor det ikke","      Men det er en anden sag, som jeg ikke har fået lov til at komme ind på. ->  But it is a different matter, which I have not been allowed to get into.    For eksempel, hvis du vil angive en værdi i en celle, som du vil udskrive, skal du klikke på Format. ->  For example, to specify a value in","i dit Ansigts Sved skal du spise dit Brød, indtil du vender tilbage til Jorden; thi af den er du taget; ja, Støv er du, og til Støv skal du vende tilbage!""","By the sweat of your face will you eat bread until you return to the ground, for out of it you were taken. For you are dust, and to dust you shall return.""",15,5,73,1.0,0.0,1.0,"    10. svenska: – Det är en av de bästa sakerna som hänt mig.  engelska: This is one of the best things that has happened to me.    11. svenska: För att det är en god idé, och inte bara för att det är kul.  engelska: Because it's a good idea, and not just because it's fun"
" så siger Herren HERREN til Israels konge: Hør nu på mig!""

I want to say that if I had to make a list of some",  11:14. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30,"i dit Ansigts Sved skal du spise dit Brød, indtil du vender tilbage til Jorden; thi af den er du taget; ja, Støv er du, og til Støv skal du vende tilbage!""","By the sweat of your face will you eat bread until you return to the ground, for out of it you were taken. For you are dust, and to dust you shall return.""",15,5,73,0.02,0.0,0.01,"  svenska: 20:20 Ty den skall bära thornen och tistlarna åt eder, och I skolen äta fälthornet.  engelska: ""I've been to the house and I've seen it, and I've seen it.""  svenska: Jag har varit där och sett det och jag har sett det.  engelska: The two groups"
"""<|endoftext|>","  ""Dust, my lord!"" cried Absalom, ""dust, my lord!""  Menneskesønnen svarede: ""Jeg vil aldrig spise noget af det, som jeg har taget af jorden. Det er en sværhed, men jeg vil ikke svigte det, som jeg har taget,","Men Adam kaldte sin Hustru Eva, thi hun blev Moder til alt levende.","The man called his wife Eve, because she was the mother of all living.",15,5,74,0.01,0.0,1.0,"  The king said, ""And now, if you will listen to me, my son, I will tell you what I have to tell you.""  ""What I have to tell you?"" the king asked.  ""The king of Babylon is a god. He is a great king, a god of"
"
engelsk: Who, whoever, may find any place of refuge in your face sweat, eat your bread until you return to the earth; for of","  He sagde: ""Hvis du vil have mit ord, skal du gå til det sted, hvor det er.""  Engelsk: And he said: ""If you will have my word, go to the place where it is.""  Dansk: De mest almindelige symptomer på denne sygdom er:  Engelsk: The most","Men Adam kaldte sin Hustru Eva, thi hun blev Moder til alt levende.","The man called his wife Eve, because she was the mother of all living.",15,5,74,0.0,0.02,0.98," (24:19, 20)    The term ""dust"" in this verse refers to a collection of particles that are continually in contact with the earth. This is a common sense principle, but it is difficult to understand in the context of the modern world. In 1998"
". Og hvis du vil tale om Adam, forlad det, thi dette menneske er gået over grænsen, og derfor skal hans hus falde;<|endoftext|>","    ""He was born in 1995, and I think, I'm 40. I'm in my sixties,"" sagde hun. -> ""He was born in 1995, and I think, I'm 40. I'm in my sixties,"" hun sagde.    Du kan også indstille din smartphone til at sende dig",Derpå gjorde Gud HERREN Skindkjortlet til Adam og hans Hustru og klædte dem dermed.,"Yahweh God made coats of skins for Adam and for his wife, and clothed them.",15,5,75,1.0,1.0,0.0,"    I've never met a woman that could call herself a feminist, or a feminist that would call herself a man. It's just a question of how you look at it.    I've heard people call themselves a feminist when they aren't. I've also heard people call themselves a man when they are. But I've never met a woman who would call herself a"
"
Hanne har en søster, som hedder fruen, og hvor du går, det må du altid se.
-Jeg må også gå,",".  'I do not know, sir,' sagde den Mand, som kaldte sin Hustru Eve, fordi hun var den Moder til alle levende.<|endoftext|>",Derpå gjorde Gud HERREN Skindkjortlet til Adam og hans Hustru og klædte dem dermed.,"Yahweh God made coats of skins for Adam and for his wife, and clothed them.",15,5,75,0.99,0.0,1.0,"  ""I'm sorry I'm late,"" I said. ""But I'm on my way to the doctor.""  ""Oh, my God, I'm so sorry. You're in so much trouble, and I know it's hard for you to believe.""  ""I know. I've been so upset.""  ""I know. I've been thinking about you"
 13:11 Og Herren lod det ske da: 13:12 Thi da havde det gaaet op for ham. at,".  35 Og Gud, Israels Gud, gjorde klæder af skin, som Adam og hans Hustru skulde klæde sig i.<|endoftext|>","Men Gud HERREN sagde: ""Se, Mennesket er blevet som en af os til at kende godt og ondt. Nu skal han ikke række Hånden ud og tage også af Livets Træ og spise og leve evindelig!""","Yahweh God said, ""Behold, the man has become like one of us, knowing good and evil. Now, lest he reach out his hand, and also take of the tree of life, and eat, and live forever...""",15,5,76,1.0,0.0,1.0," 30 But if they were not made of skin, they would be made of wood, and would not be able to bear the weight of the heavens. 31 But if they were made of wood, they would be made of gold. 32 But if they were made of wood, they would be made of clay, and would not be able to"
"
20:13 En mand gik ud af alteret, gik ved siden af og sagde: »Herre, jeg har et spørgsmål;"," 20Da han havde gjort det, tog han en kappe af skindene til Adam og hans hustru og klædte dem. 20Da han var færdig med det, tog han en kappe af skindene til Adam og hans hustru og klædte dem.  20Da han var færdig med det, tog han en kappe af","Men Gud HERREN sagde: ""Se, Mennesket er blevet som en af os til at kende godt og ondt. Nu skal han ikke række Hånden ud og tage også af Livets Træ og spise og leve evindelig!""","Yahweh God said, ""Behold, the man has become like one of us, knowing good and evil. Now, lest he reach out his hand, and also take of the tree of life, and eat, and live forever...""",15,5,76,1.0,0.0,1.0,"  danish: Men jeg siger dig: Du har ikke set himlen, og der er intet land, hvor der er så meget lys som her.  english: But I tell you, you have not seen the sky, and there is no land where there is so much light as this.  danish: De er et sted, hvor folk mødes for at tale om"
" 16 Da sagde kongen, som selv var en sten og havde tre horn: ""Gå hen til mig og læg hånden på ham og bliv ved","""  ""Det er jo ikke sådan, at Gud vil gøre dig til en mand, der kender godt og ondt. Nu, for ikke at sige, at han vil tage livets træ og spise det, leve evigt.""<|endoftext|>","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",15,5,77,1.0,0.0,1.0,"  Then the man, with all his strength and might, took the tree of life and ate it. And he was the first among all the nations to live.  And all the nations that came after him were blessed. And the people of Israel were"
"
Bibelen siger: Som Kristus i Kristus er blevet levende og ikke bare levende ved dåben, således er Kristus som også døde ved dåben","""  Himself, Jesus, var det, der i 1914 gjorde den første indvandring til USA.<|endoftext|>","Så forviste Gud HERREN ham fra Edens Have, for at han skulde dyrke Jorden, som han var taget af;","Therefore Yahweh God sent him out from the garden of Eden, to till the ground from which he was taken.",15,5,77,0.99,0.0,1.0," (Matthew 17:22).  But if the tree of life is eaten, it is no longer a tree, but a ""whole and new creation.""  Thus, when we eat the tree of life, we are eating"
" og da han såe det, kom han nær til at blive blind.
Så gik det til, at den ædle mand blev blind og","  8. 10. 1952: Den 23. marts 1952, blev den 17-årige dreng, der skulle bære ham, skudt i hovedet. ->  10. 1952: On March 23, 1952, the 17-year-old","og han drev Mennesket ud, og østen for Edens Have satte han Keruberne med det glimtende Flammesværd til at vogte Vejen til Livets Træ.","So he drove out the man; and he placed Cherubs at the east of the garden of Eden, and the flame of a sword which turned every way, to guard the way to the tree of life.",15,5,78,1.0,0.0,1.0,  Svenska: 14 Och HERREN lät honom i öknen gå till dess att han kom till den plats där han hade tagit emot honom.    Engelska: This is a very easy way to do it.  Svenska: Detta är ett mycket enkelt sätt att göra det.    Engelska: I was a young girl in the 80's
" men gud i himmelen fryder sig i det land, som han har gjort på den jord, han har plantet, og han tilbeder det og","  24Men han svarede: ""Herre, Herre, jeg ved, at du har hørt mig sige, at du ikke skal lade din vrede komme over mig, men din vrede skal komme over dem, der ikke er som dig.""  25Men han svarede: ""Herre, Herre, jeg ved, at du har hørt mig sige, at du ikke","og han drev Mennesket ud, og østen for Edens Have satte han Keruberne med det glimtende Flammesværd til at vogte Vejen til Livets Træ.","So he drove out the man; and he placed Cherubs at the east of the garden of Eden, and the flame of a sword which turned every way, to guard the way to the tree of life.",15,5,78,0.94,0.0,1.0,"  svenska: Och han gick ut ur Edens lustgård och kom till en åker, som var fylld av vinrankor.  engelska: And he went out of the garden of Eden and came to an orchard full of vines.  svenska: Jag har inte använt det själv, men det är ju ett bra sätt att få i sig lite protein.  "
.<|endoftext|>,    6. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. ,"Adam kendte sin Hustru Eva,og hun blev frugtsommelig og fødte Kain; og hun sagde: ""Jeg har fået en Søn med HERRENS Hjælp!""","The man knew Eve his wife. She conceived, and gave birth to Cain, and said, ""I have gotten a man with Yahweh's help.""",15,5,79,0.01,0.0,0.01," 12 But the man said to the man who had come, and said, The man is a great man, and a great king, and a great king's son, and the man that is a great man and a great king, and a great king's son"
"
Acts 2:16-18.
Acts 2 (76) 16-18. (V",".  Og han gik ud og slog manden, og han satte cheruber på østsiden af Eden, og ilden fra et sværd, som drejede alle veje, for at sikre vejen til livets træ.<|endoftext|>","Adam kendte sin Hustru Eva,og hun blev frugtsommelig og fødte Kain; og hun sagde: ""Jeg har fået en Søn med HERRENS Hjælp!""","The man knew Eve his wife. She conceived, and gave birth to Cain, and said, ""I have gotten a man with Yahweh's help.""",15,5,79,0.01,0.0,1.0," Then he gave them to the man who was to be his servant, and said to him, 'Behold, there is a great man among you, a great man of men, and a great man of the land. And I have found him, and have brought him to you"
"""<|endoftext|>"," 23Men sagde til ham: ""Vi vil have dig til at omvende dig fra din onde gerning og fra din onde gerning."" 24Da sagde manden til ham: ""Du har ikke gjort noget ondt; men du har handlet som en mand. 25Men vi vil have dig til","Fremdeles fødte hun hans Broder Abel. Abel blev Fårehyrde, Kain Agerdyrker.","Again she gave birth, to Cain's brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.",15,5,80,0.01,0.0,1.0,"  20 But when she had finished giving birth, and the child was born, she went to the house of the LORD, and said, ""I have found a man, who is my husband.""  21 She was not afraid to go to the house of the LORD, but went in. And"
