danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
" Så gik der 30 år, og hans disciple hørte hans røst, og de blev som én, da han kom tilbage. Alle de"," the earth was like a rock. there was nothing to see. the earth was as if it were nothing. it was like a cloud. the earth was like a cloud. it was like a cloud. the earth was like a cloud.    Danish:  Det er altid interessant at se, hvordan en af de største myter i","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",15,2,1,dan,1.0,eng,1.0
" Gud åbnede Guds trone; og han skabte himmelen og jorden og havet og elven og månen. han skabte alle ting under himlen.
Og han talte"," the earth was a strange and alien place.    Icelandic: Bókaðu þetta hótel og safnaðu nóttum efter dit ophold Hotel La Fontaine  English: Book this hotel and collect nights after your stay Hotel La Fontaine, Clermont-Ferrand    Icelandic: 26 - The Residence","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",16,2,1,dan,1.0,eng,1.0
" de døde kom ind på pladsen men ingen af de levende kom ned igen.
4Da han så sin fars lig lå det i afgrunden og var",                                                                                                                                        ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",17,2,1,dan,1.0,smj,1.0
.<|endoftext|>,.<|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",18,2,1,eng,0.76,eng,0.76
.<|endoftext|>,. the earth was the most empty place on earth.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",19,2,1,eng,0.76,eng,1.0
" da Jesus kom, sagde han: Herre Gud, tilgiv din tjener Jakob, det onde og det gode, men frygt ikke! for se, han",  The darkness was on the surface of the deep.  The dark was on the surface of the deep.  The darkness was on the surface of the deep.  The dark was on the surface of the deep.  The dark was on the surface of the deep.  The dark was on the surface of the deep.  The,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",20,2,1,dan,1.0,eng,1.0
" Menneskene strømmede ud fra en dør i en af de mange store byer på østfronten, hvor de døde lå og hvilede til gudstjenesten"," and the earth itself was the very same. the earth was still, and still. the earth was still. and the earth was still. the earth was still. the earth was still.    And yet it was still.        The moon was still. the moon was still. the moon was still. the moon was","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",21,2,1,dan,1.0,eng,1.0
" og da alle dyrene var døde, samlede mange af dem, deres stene; men de, der var tilbage og de, der var ude på havet", the earth was a black void. the darkness was infinite. the water was infinite.  the water was infinite. the earth was empty. the darkness was infinite. the earth was a black void. the darkness was infinite. the water was infinite. the earth was a black void. the darkness was infinite. the earth was a black void,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",22,2,1,dan,1.0,eng,1.0
" og en engel sagde med sin tuba: »Herren, hærskeren, den retfærdiges Gud, har udvalgt sine udvalgte til at",".    A:    This is a really good answer.  The question is whether you can get the exact answer.  I think you can, but it is hard to tell if it is the right answer.  You can see that the answer is in the right place.    <|endoftext|>","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",23,2,1,dan,1.0,eng,1.0
" Gud velsigne vore hjerter over jorden, vort folk og vore lande. Herren vor Gud er stor og god.
1.10 -1."," he was the king of the night.    Sawyer: Hi, I'm your automated assistant. I can answer your questions about Night of the Dragon.  James: What is the main event in Night of the Dragon?  Sawyer: Night of the Dragon Night of the Dragon is a 199","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",0,5,1,nno,1.0,eng,1.0
" de vilde og frække børn gik, og de skreg alle om sammen og om natten, mens det blev ved. og en dag kom Jesus for",".    A:    You can add a 3D grid to the image, and use it to create a 2D grid.    <|endoftext|>","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",1,5,1,dan,1.0,eng,1.0
" Han talte til de døde og til dem, som var på søen, og der var ild i havet. og der voksede træ i en cirkel", god had been waiting for me to die. he was waiting for me to come back.                                                                                                    ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",2,5,1,dan,1.0,eng,1.0
" da gik Jesus og blev ophøjet til en klippe. ""Følg mig - og jeg vil vise jer den himmelske port, som står", the moon was the center of the sky. the stars were in the sky. the sun was in the sky. the earth was in the sky. the stars were in the sky. the moon was in the sky. the stars were in the sky. the earth was in the sky. the moon was in the sky. the sun was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",3,5,1,dan,1.0,eng,1.0
".
engelsk: The sky was dark, the earth gray, the sky endless.<|endoftext|>","  ""the earth is empty and there is no god.  ""the sky is empty and there is no god.  ""the earth is flat and there is no god.  ""the sky is empty and there is no god.  ""the earth is flat and there is no god.  ""the sky is empty and there","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",4,5,1,eng,1.0,eng,1.0
" og alle jordens vesener, de vesener som menneskene ikke har skapt, og den levende verden, det var Gud som skapte den, som den levende", god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the earth. god's spirit was hovering over the earth. god's spirit was hovering over the earth. god's spirit was hovering over the earth. god's spirit was hovering,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",5,5,1,nob,0.97,eng,1.0
" Men de blev ikke større, bare svagere. Det begyndte at regne. Men Gud var ikke vred på dem, men gav dem en ny glæde i", the light was dim. the earth was a black void. the sky was a white void. the stars were blue. the air was blue. the sky was blue. the stars were blue. the earth was blue. the sky was blue. the air was blue. the stars were blue. the earth was blue. the sky was blue,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",6,5,1,dan,1.0,eng,1.0
" og Herrens åsyn syntes ikke det var mørkt og skummelt en stund, men det var som det skulde bli godt med en stor ild, og han", god's voice was calling out for the people to come down and help. god's spirit was calling out for the people to come down and help. god's voice was calling out for the people to come down and help. god's voice was calling out for the people to come down and help. god's voice,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",7,5,1,nob,0.66,eng,1.0
.<|endoftext|>, the earth was flat. the earth was still. the earth was still. the earth was flat. the earth was still. the earth was flat. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was still. the earth was,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",8,5,1,eng,0.76,eng,1.0
. - - - (1. Johannes brev 3. kapitel)<|endoftext|>," the earth was the sea, and the sea was the earth.    The sea is the ocean.    The ocean is the land.    The land is the sky.    The sky is the land.    The land is the sky.    The sky is the sky.    The sky is the sky","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",9,5,1,smn,0.99,eng,1.0
.<|endoftext|>," there was no sound. no movement. no life. no life. there was no life. there was no light.  I sat on the bed and closed my eyes. It was cold and wet and I felt like I was floating in a pool of ice.  Then I woke up, feeling like I was floating on a hot shower","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",10,5,1,eng,0.76,eng,1.0
" og verdens dybder blev klarere; og der kom lys. og mange fandt at de hørte Guds røst, og at solen skinnede med",    It's not a new thing. It's been done a million times.    It's just that you can see that the process is working.    You can see it's working because it's been done.    You can see that it's working because it's been done.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",11,5,1,dan,1.0,eng,1.0
" i hvert fald var det sådan vi så det, og i hvert fald var det sådan mine tanker gik, det er vel det, det handler om:",    I'm just getting ready to wake up and find that the water is empty.    I know it's a dream but I'm just wondering if anyone else has experienced this.  Maurice: It's a dream. The water is empty.    It's a dream.    It,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",12,5,1,dan,1.0,eng,1.0
"

engelsk: The property is 60 km away from Nairobi International airport.
dansk: Ejendommen er 60 km væk","  The first time I saw the world I saw the sky as the black, empty void, the world that was empty, but I didn't see the sky as empty. I saw it as the black, empty void. The sky was not empty. I saw it as the black, empty void. The sky was not empty.","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",13,5,1,eng,0.97,eng,1.0
"
2. dansk: Jeg har jo ikke lavet noget, som nogen ville synes var pinligt.
dansk: Jeg har ikke lavet noget, som",.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",14,5,1,dan,1.0,smn,1.0
" Det var ham, der gav næring til de grønne planter og til dyrene. Han var en god gerning til, og han skulle være ærefuld over"," gud var en mand, der var en mand, der var en mand, der var en mand. gud var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en mand, der var en","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",15,5,1,dan,1.0,dan,1.0
".
en ->
The earth and heaven were filled with the sound of godspeaks. and the night was a darkness over the water.<|endoftext|>","    Kæresten og jeg har en datter på 11 år. Hun er et helt fantastisk menneske, og hun er helt fantastisk smuk. Hun er blevet ret stor og har fået en masse venner, men hun er også blevet ret ensom. Hun er bange for at sove alene i sin seng, fordi hun ikke kan lide at","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",16,5,1,eng,1.0,dan,0.99
